Internship_ID,Company,Role,Sector,Location,Stipend(INR),Duration(Months),Required_Skills,Mode,Openings,Education_Requirement,Experience_Level
INT0666,Wipro,Cloud Intern,Cloud Computing,Mumbai,15000,2,"Azure, Kubernetes, Terraform, GCP",Remote,6,Bachelor,2-4 Years
INT0667,Microsoft,Data Analyst Intern,Data Science,Remote,5000,1,"SQL, Power BI, Python, Pandas",Remote,7,Master,Fresher
INT0668,Google,UI/UX Intern,UI/UX,Mumbai,5000,3,"Design Thinking, User Research",Hybrid,7,Bachelor,1-2 Years
INT0669,TCS,Software Engineer Intern,Software Development,Mumbai,8000,2,"C++, Java, Git",Remote,5,Bachelor,1-2 Years
INT0670,Accenture,AI Research Intern,AI/ML,Pune,10000,3,"TensorFlow, Deep Learning",Onsite,10,Bachelor,2-4 Years
INT0671,Microsoft,Software Engineer Intern,Software Development,Hyderabad,10000,5,"Algorithms, Linux, Git",Onsite,10,Bachelor,Fresher
INT0672,Google,Web Developer Intern,Web Development,Delhi,8000,6,"REST APIs, React, Node.js",Onsite,9,Bachelor,1-2 Years
INT0673,Google,DevOps Intern,DevOps,Remote,12000,4,"Linux, Python, DevOps, Docker",Onsite,9,Bachelor,Fresher
INT0674,Google,AI Research Intern,AI/ML,Pune,20000,4,"Deep Learning, TensorFlow",Onsite,7,Bachelor,1-2 Years
INT0675,Oracle,AI Research Intern,AI/ML,Bangalore,10000,3,"TensorFlow, Python, Machine Learning, PyTorch",Onsite,2,Bachelor,1-2 Years
INT0676,Oracle,Cloud Intern,Cloud Computing,Pune,10000,3,"AWS, Cloud, GCP",Remote,6,Master,Fresher
INT0677,Microsoft,ML Engineer Intern,AI/ML,Bangalore,20000,1,"Model Deployment, TensorFlow",Onsite,1,Bachelor,1-2 Years
INT0678,TCS,Web Developer Intern,Web Development,Chennai,10000,5,"Bootstrap, HTML/CSS/JS",Remote,2,Bachelor,Fresher
INT0679,Accenture,DevOps Intern,DevOps,Bangalore,8000,5,"DevOps, Jenkins, Kubernetes",Remote,10,Bachelor,Fresher
INT0680,Infosys,Business Analyst Intern,Business Analytics,Bangalore,10000,5,"Excel, Business Analytics, Communication, SQL",Onsite,2,Bachelor,Fresher
INT0681,Google,Business Analyst Intern,Business Analytics,Remote,10000,3,"Communication, Power BI",Onsite,10,Bachelor,Fresher
INT0682,Amazon,Data Analyst Intern,Data Science,Delhi,12000,5,"Excel, Tableau",Hybrid,6,Bachelor,Fresher
INT0683,IBM,Web Developer Intern,Web Development,Hyderabad,10000,3,"Node.js, REST APIs, SQL",Hybrid,9,Bachelor,Fresher
INT0684,Oracle,Data Analyst Intern,Data Science,Remote,8000,1,"Excel, SQL, Power BI",Onsite,8,Bachelor,Fresher
INT0685,Infosys,Business Analyst Intern,Business Analytics,Remote,10000,2,"Power BI, Business Analytics, Requirements Gathering",Onsite,1,Bachelor,Fresher
INT0686,Google,AI Research Intern,AI/ML,Kolkata,15000,6,"PyTorch, Machine Learning, NLP",Remote,6,Bachelor,Fresher
INT0687,Wipro,Cloud Intern,Cloud Computing,Remote,10000,5,"Cloud, Azure",Onsite,5,Bachelor,Fresher
INT0688,Amazon,Data Analyst Intern,Data Science,Hyderabad,10000,2,"SQL, Statistics",Onsite,5,Bachelor,Fresher
INT0689,Wipro,AI Research Intern,AI/ML,Kolkata,10000,1,"Machine Learning, Deep Learning",Remote,3,Bachelor,1-2 Years
INT0690,Amazon,AI Research Intern,AI/ML,Kolkata,15000,6,"TensorFlow, Machine Learning, Deep Learning",Onsite,9,Master,Fresher
INT0691,Google,Web Developer Intern,Web Development,Kolkata,12000,6,"React, REST APIs",Onsite,10,High School,Fresher
INT0692,HCL,Business Analyst Intern,Business Analytics,Hyderabad,10000,2,"SQL, Power BI, Business Analytics, Excel",Onsite,5,Diploma,2-4 Years
INT0693,Wipro,AI Research Intern,AI/ML,Mumbai,20000,4,"Python, TensorFlow, NLP, PyTorch",Remote,9,Bachelor,Fresher
INT0694,HCL,Cloud Intern,Cloud Computing,Bangalore,15000,5,"Kubernetes, GCP, Terraform, Docker",Onsite,10,Bachelor,1-2 Years
INT0695,Microsoft,AI Research Intern,AI/ML,Delhi,15000,5,"Machine Learning, Deep Learning, TensorFlow",Onsite,6,Bachelor,Fresher
INT0696,Accenture,Cybersecurity Intern,Cybersecurity,Mumbai,15000,1,"Penetration Testing, Linux, Network Security",Onsite,10,Bachelor,Fresher
INT0697,IBM,Cloud Intern,Cloud Computing,Chennai,10000,2,"Azure, Terraform, GCP",Onsite,5,Bachelor,Fresher
INT0698,TCS,UI/UX Intern,UI/UX,Pune,5000,1,"Design Thinking, UI/UX, Prototyping, HTML/CSS/JS",Onsite,1,Bachelor,Fresher
INT0699,Wipro,Cybersecurity Intern,Cybersecurity,Delhi,15000,2,"Wireshark, Linux, Network Security, Penetration Testing",Hybrid,9,Bachelor,Fresher
INT0700,Infosys,DevOps Intern,DevOps,Kolkata,12000,6,"Python, Jenkins, DevOps",Remote,3,Bachelor,Fresher
INT0701,Infosys,ML Engineer Intern,AI/ML,Mumbai,20000,4,"PyTorch, Model Deployment",Remote,8,Master,Fresher
INT0702,HCL,DevOps Intern,DevOps,Hyderabad,15000,1,"Kubernetes, CI/CD, Python, Jenkins",Onsite,10,Bachelor,Fresher
INT0703,Google,Cloud Intern,Cloud Computing,Delhi,20000,4,"AWS, GCP, Kubernetes",Remote,9,Bachelor,Fresher
INT0704,Microsoft,Web Developer Intern,Web Development,Chennai,12000,4,"Node.js, REST APIs",Onsite,7,Bachelor,Fresher
INT0705,Google,Cloud Intern,Cloud Computing,Bangalore,10000,1,"GCP, Kubernetes, Azure, Cloud",Remote,3,Master,Fresher
INT0706,Google,Web Developer Intern,Web Development,Chennai,10000,2,"HTML/CSS/JS, Bootstrap",Onsite,9,Bachelor,Fresher
INT0707,Infosys,Web Developer Intern,Web Development,Chennai,5000,2,"Bootstrap, SQL, React",Remote,8,Bachelor,1-2 Years
INT0708,TCS,Web Developer Intern,Web Development,Pune,12000,2,"Node.js, Bootstrap",Remote,5,Bachelor,Fresher
INT0709,HCL,AI Research Intern,AI/ML,Mumbai,10000,4,"Machine Learning, TensorFlow",Remote,4,Master,1-2 Years
INT0710,Amazon,ML Engineer Intern,AI/ML,Kolkata,15000,3,"Python, Model Deployment, Deep Learning, TensorFlow",Remote,5,Bachelor,1-2 Years
INT0711,Infosys,DevOps Intern,DevOps,Chennai,15000,4,"CI/CD, Jenkins",Onsite,3,Bachelor,1-2 Years
INT0712,Microsoft,Web Developer Intern,Web Development,Remote,5000,6,"SQL, REST APIs, Node.js",Remote,4,Bachelor,Fresher
INT0713,Google,Cloud Intern,Cloud Computing,Delhi,20000,3,"Terraform, Cloud",Onsite,3,Bachelor,Fresher
INT0714,Amazon,Software Engineer Intern,Software Development,Kolkata,12000,6,"Data Structures, Linux, Git, Algorithms",Onsite,4,Bachelor,Fresher
INT0715,Amazon,Cloud Intern,Cloud Computing,Remote,10000,1,"Kubernetes, GCP, Terraform, Docker",Remote,4,Bachelor,1-2 Years
INT0716,TCS,Web Developer Intern,Web Development,Hyderabad,8000,3,"REST APIs, HTML/CSS/JS",Onsite,7,Bachelor,Fresher
INT0717,Microsoft,Web Developer Intern,Web Development,Bangalore,5000,6,"Node.js, React, REST APIs",Remote,8,Diploma,1-2 Years
INT0718,Google,DevOps Intern,DevOps,Mumbai,8000,4,"Docker, Kubernetes, DevOps, Jenkins",Remote,4,High School,Fresher
INT0719,Amazon,DevOps Intern,DevOps,Chennai,8000,6,"DevOps, Docker",Remote,4,Diploma,1-2 Years
INT0720,Accenture,Web Developer Intern,Web Development,Pune,5000,3,"Bootstrap, REST APIs",Onsite,4,High School,Fresher
INT0721,Infosys,Software Engineer Intern,Software Development,Mumbai,12000,3,"Java, Python",Onsite,7,Bachelor,Fresher
INT0722,Microsoft,Software Engineer Intern,Software Development,Delhi,8000,1,"Linux, C++, Algorithms, Data Structures",Hybrid,7,Diploma,Fresher
INT0723,Wipro,UI/UX Intern,UI/UX,Mumbai,10000,6,"Figma, Prototyping, UI/UX, HTML/CSS/JS",Remote,3,Bachelor,Fresher
INT0724,Google,ML Engineer Intern,AI/ML,Pune,20000,5,"Deep Learning, Python",Onsite,9,Bachelor,Fresher
INT0725,TCS,AI Research Intern,AI/ML,Chennai,15000,2,"PyTorch, Python",Remote,4,Bachelor,Fresher
INT0726,TCS,AI Research Intern,AI/ML,Remote,20000,1,"TensorFlow, Machine Learning",Onsite,10,Master,Fresher
INT0727,Google,Cloud Intern,Cloud Computing,Mumbai,20000,3,"Terraform, Cloud, Docker, GCP",Remote,4,Bachelor,Fresher
INT0728,Infosys,AI Research Intern,AI/ML,Chennai,15000,2,"NLP, Machine Learning, TensorFlow, Deep Learning",Onsite,1,Master,Fresher
INT0729,HCL,Data Analyst Intern,Data Science,Pune,8000,5,"SQL, Statistics, Power BI, Python",Remote,4,Bachelor,Fresher
INT0730,Infosys,Cybersecurity Intern,Cybersecurity,Delhi,8000,4,"Wireshark, Network Security",Onsite,4,Bachelor,Fresher
INT0731,HCL,Cybersecurity Intern,Cybersecurity,Kolkata,12000,2,"Cybersecurity, Linux, Python",Onsite,7,Diploma,1-2 Years
INT0732,Accenture,Data Analyst Intern,Data Science,Kolkata,8000,5,"Pandas, Python, Excel",Remote,5,Bachelor,Fresher
INT0733,Wipro,UI/UX Intern,UI/UX,Bangalore,12000,2,"User Research, UI/UX, Prototyping, HTML/CSS/JS",Onsite,4,Bachelor,Fresher
INT0734,Microsoft,ML Engineer Intern,AI/ML,Chennai,15000,4,"TensorFlow, Model Deployment, Deep Learning",Onsite,10,Bachelor,Fresher
INT0735,Accenture,DevOps Intern,DevOps,Mumbai,15000,3,"CI/CD, Python, Kubernetes, Docker",Remote,8,Bachelor,Fresher
INT0736,Amazon,AI Research Intern,AI/ML,Hyderabad,15000,6,"TensorFlow, Python",Remote,1,Bachelor,Fresher
INT0737,Microsoft,Cybersecurity Intern,Cybersecurity,Kolkata,15000,2,"Penetration Testing, Wireshark",Onsite,2,Bachelor,Fresher
INT0738,Microsoft,UI/UX Intern,UI/UX,Kolkata,12000,3,"User Research, Figma",Remote,9,Bachelor,Fresher
INT0739,Google,Software Engineer Intern,Software Development,Bangalore,10000,6,"Algorithms, C++, Java, Data Structures",Onsite,5,High School,1-2 Years
INT0740,Amazon,Software Engineer Intern,Software Development,Kolkata,15000,5,"Linux, Data Structures",Onsite,5,Bachelor,Fresher
INT0741,Infosys,AI Research Intern,AI/ML,Pune,15000,5,"Machine Learning, PyTorch, Python",Remote,3,Bachelor,Fresher
INT0742,Google,Cybersecurity Intern,Cybersecurity,Kolkata,15000,2,"Python, Penetration Testing, Cybersecurity",Onsite,2,Bachelor,Fresher
INT0743,Google,Business Analyst Intern,Business Analytics,Bangalore,5000,1,"Requirements Gathering, Communication",Onsite,1,Bachelor,Fresher
INT0744,Wipro,DevOps Intern,DevOps,Mumbai,12000,5,"Jenkins, Docker, Kubernetes, Python",Onsite,6,High School,1-2 Years
INT0745,IBM,DevOps Intern,DevOps,Hyderabad,12000,1,"Jenkins, DevOps, Docker",Onsite,7,Bachelor,Fresher
INT0746,Wipro,Cybersecurity Intern,Cybersecurity,Kolkata,15000,6,"Network Security, Linux, Python, Penetration Testing",Hybrid,9,Bachelor,Fresher
INT0747,HCL,Data Analyst Intern,Data Science,Chennai,8000,5,"Excel, Python, Statistics, Pandas",Onsite,10,Bachelor,1-2 Years
INT0748,TCS,Software Engineer Intern,Software Development,Bangalore,10000,5,"Git, C++, Algorithms, Java",Hybrid,9,Bachelor,Fresher
INT0749,Microsoft,UI/UX Intern,UI/UX,Pune,12000,6,"Figma, User Research, UI/UX",Remote,4,Bachelor,1-2 Years
INT0750,Microsoft,Software Engineer Intern,Software Development,Delhi,12000,4,"Data Structures, Python, Java",Remote,4,Bachelor,2-4 Years
INT0751,Accenture,Web Developer Intern,Web Development,Chennai,10000,2,"SQL, Bootstrap, HTML/CSS/JS, Node.js",Hybrid,10,Bachelor,Fresher
INT0752,Microsoft,UI/UX Intern,UI/UX,Mumbai,5000,3,"Figma, Design Thinking, Prototyping",Onsite,2,Diploma,1-2 Years
INT0753,Wipro,Business Analyst Intern,Business Analytics,Pune,5000,3,"SQL, Business Analytics, Requirements Gathering",Onsite,9,Diploma,2-4 Years
INT0754,Infosys,Cloud Intern,Cloud Computing,Mumbai,10000,4,"Terraform, AWS, Docker, Kubernetes",Onsite,8,Bachelor,1-2 Years
INT0755,Microsoft,ML Engineer Intern,AI/ML,Mumbai,20000,6,"TensorFlow, Machine Learning, Deep Learning, Python",Remote,1,Bachelor,2-4 Years
INT0756,Infosys,Cybersecurity Intern,Cybersecurity,Mumbai,12000,6,"Penetration Testing, Python, Network Security, Wireshark",Hybrid,1,Bachelor,Fresher
INT0757,HCL,Data Analyst Intern,Data Science,Bangalore,12000,3,"Statistics, Pandas",Hybrid,3,Bachelor,Fresher
INT0758,Oracle,Cloud Intern,Cloud Computing,Kolkata,20000,3,"GCP, Cloud, Docker",Onsite,4,Bachelor,Fresher
INT0759,Google,Data Analyst Intern,Data Science,Pune,12000,6,"Excel, Pandas, SQL, Tableau",Onsite,3,Bachelor,Fresher
INT0760,Amazon,Cloud Intern,Cloud Computing,Bangalore,15000,4,"Terraform, Docker, Cloud, AWS",Remote,3,Bachelor,2-4 Years
INT0761,Accenture,Data Analyst Intern,Data Science,Kolkata,10000,5,"Tableau, Power BI",Onsite,3,Bachelor,Fresher
INT0762,TCS,ML Engineer Intern,AI/ML,Remote,20000,6,"Model Deployment, PyTorch, Machine Learning",Onsite,2,Master,Fresher
INT0763,Oracle,ML Engineer Intern,AI/ML,Pune,10000,1,"Python, Model Deployment, PyTorch",Onsite,9,Bachelor,Fresher
INT0764,Microsoft,ML Engineer Intern,AI/ML,Delhi,15000,4,"Model Deployment, Python, Machine Learning",Hybrid,7,Bachelor,Fresher
INT0765,IBM,UI/UX Intern,UI/UX,Remote,12000,5,"User Research, UI/UX",Remote,9,Bachelor,1-2 Years
INT0766,Amazon,Software Engineer Intern,Software Development,Remote,10000,5,"Data Structures, Python",Remote,1,Diploma,Fresher
INT0767,Wipro,Business Analyst Intern,Business Analytics,Chennai,5000,5,"Communication, SQL",Onsite,1,High School,Fresher
INT0768,Oracle,UI/UX Intern,UI/UX,Delhi,8000,3,"User Research, UI/UX",Onsite,9,Bachelor,Fresher
INT0769,TCS,ML Engineer Intern,AI/ML,Bangalore,20000,5,"Deep Learning, PyTorch, Model Deployment, TensorFlow",Onsite,2,Bachelor,Fresher
INT0770,Accenture,AI Research Intern,AI/ML,Kolkata,10000,5,"PyTorch, NLP",Onsite,3,Bachelor,Fresher
INT0771,Infosys,Web Developer Intern,Web Development,Chennai,12000,6,"Bootstrap, HTML/CSS/JS, Node.js",Onsite,4,Bachelor,Fresher
INT0772,Microsoft,Cloud Intern,Cloud Computing,Kolkata,15000,2,"Kubernetes, Terraform, Docker, AWS",Onsite,7,Bachelor,Fresher
INT0773,TCS,Cybersecurity Intern,Cybersecurity,Chennai,15000,5,"Penetration Testing, Cybersecurity",Onsite,6,Bachelor,Fresher
INT0774,Microsoft,Web Developer Intern,Web Development,Kolkata,5000,4,"Node.js, HTML/CSS/JS",Hybrid,4,High School,Fresher
INT0775,Amazon,Web Developer Intern,Web Development,Delhi,10000,6,"SQL, Node.js, Bootstrap, HTML/CSS/JS",Remote,5,Bachelor,1-2 Years
INT0776,IBM,Cloud Intern,Cloud Computing,Remote,20000,5,"AWS, Azure, Docker",Hybrid,7,Bachelor,Fresher
INT0777,HCL,Web Developer Intern,Web Development,Pune,10000,1,"React, SQL, Bootstrap, Node.js",Hybrid,6,Bachelor,Fresher
INT0778,TCS,Web Developer Intern,Web Development,Delhi,10000,4,"Node.js, Bootstrap, SQL",Remote,4,Bachelor,Fresher
INT0779,TCS,DevOps Intern,DevOps,Hyderabad,8000,6,"Python, DevOps, Linux",Onsite,2,Bachelor,Fresher
INT0780,Google,UI/UX Intern,UI/UX,Chennai,12000,4,"UI/UX, User Research, Figma",Remote,9,Bachelor,Fresher
INT0781,IBM,DevOps Intern,DevOps,Bangalore,15000,6,"Jenkins, Linux, Docker, CI/CD",Hybrid,9,Bachelor,2-4 Years
INT0782,Microsoft,AI Research Intern,AI/ML,Kolkata,10000,5,"Python, Deep Learning",Onsite,1,Bachelor,Fresher
INT0783,Infosys,Cloud Intern,Cloud Computing,Bangalore,15000,4,"AWS, Docker, Cloud, Azure",Onsite,4,Master,Fresher
INT0784,Google,Cybersecurity Intern,Cybersecurity,Remote,12000,1,"Penetration Testing, Cybersecurity, Python, Linux",Onsite,10,Bachelor,Fresher
INT0785,Google,Cloud Intern,Cloud Computing,Hyderabad,10000,4,"AWS, GCP, Azure, Cloud",Onsite,2,Bachelor,1-2 Years
INT0786,HCL,Web Developer Intern,Web Development,Delhi,10000,3,"Node.js, React, Bootstrap, REST APIs",Onsite,3,Bachelor,Fresher
INT0787,Accenture,Web Developer Intern,Web Development,Chennai,5000,3,"Node.js, Bootstrap",Hybrid,4,Bachelor,Fresher
INT0788,Amazon,DevOps Intern,DevOps,Kolkata,12000,6,"Docker, DevOps, CI/CD, Jenkins",Hybrid,2,Bachelor,Fresher
INT0789,Infosys,Cloud Intern,Cloud Computing,Hyderabad,10000,1,"Docker, Kubernetes, GCP",Hybrid,1,Bachelor,Fresher
INT0790,Amazon,Data Analyst Intern,Data Science,Chennai,12000,4,"Statistics, Excel, Pandas, Python",Onsite,8,Master,Fresher
INT0791,Microsoft,UI/UX Intern,UI/UX,Kolkata,5000,3,"Figma, Prototyping",Hybrid,4,Bachelor,Fresher
INT0792,Oracle,UI/UX Intern,UI/UX,Pune,5000,2,"Figma, Design Thinking, HTML/CSS/JS, UI/UX",Onsite,5,High School,Fresher
INT0793,IBM,AI Research Intern,AI/ML,Pune,15000,5,"Python, TensorFlow",Onsite,4,Bachelor,Fresher
INT0794,Google,DevOps Intern,DevOps,Pune,12000,3,"DevOps, Docker, Python, Linux",Hybrid,7,Bachelor,Fresher
INT0795,HCL,Data Analyst Intern,Data Science,Chennai,10000,2,"Power BI, Statistics",Onsite,5,Bachelor,Fresher
INT0796,Oracle,Cloud Intern,Cloud Computing,Mumbai,20000,1,"Azure, Cloud, Kubernetes",Remote,3,Bachelor,1-2 Years
INT0797,Infosys,UI/UX Intern,UI/UX,Chennai,12000,1,"Prototyping, Figma, Design Thinking, UI/UX",Hybrid,3,Bachelor,2-4 Years
INT0798,Amazon,AI Research Intern,AI/ML,Pune,20000,3,"TensorFlow, Python, PyTorch, Deep Learning",Onsite,8,Bachelor,Fresher
INT0799,IBM,AI Research Intern,AI/ML,Kolkata,15000,4,"PyTorch, Deep Learning, NLP",Remote,2,Bachelor,Fresher
INT0800,Accenture,Data Analyst Intern,Data Science,Bangalore,8000,3,"Tableau, Excel",Onsite,10,Master,Fresher
INT0801,Google,ML Engineer Intern,AI/ML,Kolkata,15000,5,"PyTorch, Model Deployment, Python, TensorFlow",Onsite,7,Bachelor,Fresher
INT0802,TCS,Web Developer Intern,Web Development,Delhi,12000,5,"React, REST APIs, HTML/CSS/JS, Node.js",Remote,9,Bachelor,Fresher
INT0803,Amazon,UI/UX Intern,UI/UX,Hyderabad,5000,5,"Figma, Design Thinking",Onsite,1,High School,Fresher
INT0804,IBM,Cybersecurity Intern,Cybersecurity,Mumbai,8000,5,"Wireshark, Network Security",Onsite,6,Bachelor,1-2 Years
INT0805,TCS,Cybersecurity Intern,Cybersecurity,Pune,8000,6,"Network Security, Python, Linux, Wireshark",Remote,6,Diploma,Fresher
INT0806,TCS,Data Analyst Intern,Data Science,Pune,10000,6,"Power BI, Tableau, Python, Pandas",Remote,9,Master,Fresher
INT0807,Amazon,AI Research Intern,AI/ML,Hyderabad,10000,6,"NLP, TensorFlow, Machine Learning, PyTorch",Remote,6,Master,Fresher
INT0808,Amazon,ML Engineer Intern,AI/ML,Delhi,20000,4,"Machine Learning, Model Deployment",Hybrid,3,Bachelor,Fresher
INT0809,Google,DevOps Intern,DevOps,Chennai,8000,4,"Jenkins, CI/CD, DevOps, Linux",Onsite,7,Diploma,Fresher
INT0810,Amazon,Business Analyst Intern,Business Analytics,Hyderabad,5000,1,"Requirements Gathering, Communication",Remote,1,Bachelor,Fresher
INT0811,Amazon,Business Analyst Intern,Business Analytics,Remote,10000,6,"Excel, Communication",Onsite,3,Diploma,1-2 Years
INT0812,IBM,Cybersecurity Intern,Cybersecurity,Chennai,8000,5,"Python, Network Security, Penetration Testing",Remote,9,Bachelor,Fresher
INT0813,TCS,Cybersecurity Intern,Cybersecurity,Pune,8000,1,"Penetration Testing, Python",Hybrid,1,Bachelor,Fresher
INT0814,Wipro,AI Research Intern,AI/ML,Mumbai,10000,2,"TensorFlow, Python, NLP, PyTorch",Onsite,5,Bachelor,Fresher
INT0815,TCS,Software Engineer Intern,Software Development,Hyderabad,10000,4,"Algorithms, Java",Remote,10,Bachelor,Fresher
INT0816,Amazon,Business Analyst Intern,Business Analytics,Chennai,12000,6,"Business Analytics, Excel, Communication",Onsite,5,Diploma,1-2 Years
INT0817,Amazon,Web Developer Intern,Web Development,Delhi,12000,1,"React, Bootstrap, REST APIs",Onsite,7,Bachelor,Fresher
INT0818,Infosys,Web Developer Intern,Web Development,Mumbai,12000,4,"Node.js, SQL, Bootstrap",Remote,7,Bachelor,1-2 Years
INT0819,IBM,DevOps Intern,DevOps,Kolkata,15000,4,"Jenkins, Kubernetes, Python",Remote,4,Bachelor,Fresher
INT0820,Microsoft,Business Analyst Intern,Business Analytics,Mumbai,10000,1,"Communication, SQL, Excel, Requirements Gathering",Onsite,1,Bachelor,2-4 Years
INT0821,Google,Data Analyst Intern,Data Science,Kolkata,12000,2,"Excel, SQL, Statistics",Remote,9,Bachelor,1-2 Years
INT0822,Oracle,Web Developer Intern,Web Development,Mumbai,12000,6,"SQL, React",Onsite,7,Bachelor,Fresher
INT0823,Accenture,Software Engineer Intern,Software Development,Pune,8000,2,"Linux, Algorithms, Java",Onsite,2,Bachelor,Fresher
INT0824,TCS,Web Developer Intern,Web Development,Remote,10000,4,"Bootstrap, React",Onsite,6,Diploma,Fresher
INT0825,HCL,Software Engineer Intern,Software Development,Hyderabad,8000,5,"Python, Data Structures",Remote,9,Bachelor,1-2 Years
INT0826,Amazon,UI/UX Intern,UI/UX,Chennai,8000,4,"Prototyping, HTML/CSS/JS, Design Thinking, User Research",Hybrid,5,Bachelor,2-4 Years
INT0827,Wipro,AI Research Intern,AI/ML,Chennai,15000,2,"PyTorch, Python, Machine Learning",Remote,9,Master,Fresher
INT0828,Wipro,DevOps Intern,DevOps,Chennai,15000,4,"CI/CD, DevOps, Docker",Onsite,2,Bachelor,Fresher
INT0829,Google,Data Analyst Intern,Data Science,Delhi,5000,1,"Excel, SQL",Onsite,1,Bachelor,Fresher
INT0830,Wipro,AI Research Intern,AI/ML,Chennai,20000,4,"Python, PyTorch, NLP",Onsite,6,Master,Fresher
INT0831,IBM,Cybersecurity Intern,Cybersecurity,Chennai,12000,6,"Penetration Testing, Network Security, Linux",Onsite,3,Bachelor,1-2 Years
INT0832,Microsoft,Software Engineer Intern,Software Development,Delhi,15000,5,"Linux, Java, Python, Git",Hybrid,1,Bachelor,Fresher
INT0833,TCS,Software Engineer Intern,Software Development,Mumbai,20000,5,"Java, Linux, Data Structures, Algorithms",Hybrid,10,Bachelor,Fresher
INT0834,HCL,Cloud Intern,Cloud Computing,Chennai,10000,2,"Terraform, GCP, Cloud, Kubernetes",Hybrid,10,Diploma,Fresher
INT0835,Microsoft,Software Engineer Intern,Software Development,Mumbai,20000,1,"Java, C++",Onsite,8,Bachelor,Fresher
INT0836,HCL,Cybersecurity Intern,Cybersecurity,Remote,8000,6,"Linux, Wireshark, Cybersecurity, Python",Remote,5,High School,Fresher
INT0837,Amazon,Web Developer Intern,Web Development,Kolkata,5000,3,"REST APIs, Bootstrap",Hybrid,7,Diploma,1-2 Years
INT0838,Google,ML Engineer Intern,AI/ML,Remote,15000,1,"PyTorch, Model Deployment, Deep Learning",Remote,9,Bachelor,1-2 Years
INT0839,HCL,Business Analyst Intern,Business Analytics,Kolkata,5000,3,"Excel, SQL, Communication, Requirements Gathering",Onsite,10,Diploma,Fresher
